trial_file,dof,speed,fset,f_max,delta_f,f_settle,t_peak_ms,onset_pos,rate_hz,aborted,hold,max_hold_dev_g,f_base_g,mount,temp_c
A_dof4_v25_F100_n02.csv,4,25,100,114,14,93,4139,807,585,0,5:0,13,19,tcp1,36
A_dof4_v50_F1000_n02.csv,4,50,1000,1062,62,894,2731,801,595,0,5:0,90,17,tcp1,36
A_dof4_v25_F250_n04.csv,4,25,250,272,22,246,4433,804,584,0,5:0,41,36,tcp1,36
A_dof4_v25_F250_n01.csv,4,25,250,270,20,227,4426,807,594,0,5:0,40,15,tcp1,36
A_dof4_v1000_F250_n01.csv,4,1000,250,1801,1551,669,274,821,563,0,5:0,102,13,tcp1,36
A_dof4_v250_F1000_n04.csv,4,250,1000,1527,527,978,634,798,581,0,5:0,112,18,tcp1,36
A_dof4_v250_F1000_n02.csv,4,250,1000,1463,463,1003,644,798,590,0,5:0,120,19,tcp1,36
A_dof4_v750_F750_n00.csv,4,750,750,1916,1166,1031,354,725,579,0,5:0,132,19,tcp1,36
A_dof4_v250_F500_n02.csv,4,250,500,903,403,608,583,796,610,0,5:0,90,18,tcp1,36
A_dof4_v25_F500_n04.csv,4,25,500,533,33,450,4811,806,583,0,5:0,67,19,tcp1,34
A_dof4_v1000_F250_n02.csv,4,1000,250,1742,1492,677,322,727,583,0,5:0,129,18,tcp1,36
A_dof4_v250_F250_n02.csv,4,250,250,657,407,202,559,791,563,0,5:0,82,18,tcp1,36
A_dof4_v25_F750_n02.csv,4,25,750,801,51,685,5169,803,581,0,5:0,90,19,tcp1,36
A_dof4_v50_F1000_n01.csv,4,50,1000,1013,13,900,2682,802,587,0,5:0,99,18,tcp1,36
A_dof4_v25_F100_n01.csv,4,25,100,117,17,90,4107,808,598,0,5:0,16,20,tcp1,36
A_dof4_v500_F250_n01.csv,4,500,250,1103,853,443,341,787,602,0,5:0,110,17,tcp1,36
A_dof4_v25_F500_n02.csv,4,25,500,556,56,475,4826,805,590,0,5:0,75,19,tcp1,36
A_dof4_v100_F100_n04.csv,4,100,100,182,82,100,1073,797,589,0,5:0,31,18,tcp1,36
A_dof4_v25_F1000_n01.csv,4,25,1000,1036,36,932,5469,805,585,0,5:0,99,18,tcp1,36
A_dof4_v250_F750_n03.csv,4,250,750,1035,285,676,577,801,584,0,5:0,103,19,tcp1,38
A_dof4_v1000_F1000_n03.csv,4,1000,1000,3167,2167,446,330,724,529,1,5:0,145,20,tcp1,36
A_dof4_v50_F250_n01.csv,4,50,250,345,95,266,2283,807,591,0,5:0,40,20,tcp1,38
A_dof4_v25_F250_n02.csv,4,25,250,269,19,224,4444,805,597,0,5:0,44,39,tcp1,38
A_dof4_v50_F500_n04.csv,4,50,500,592,92,483,2477,804,596,0,5:0,69,18,tcp1,38
A_dof4_v25_F1000_n00.csv,4,25,1000,1040,40,938,5495,806,576,0,5:0,146,16,tcp1,38
A_dof4_v250_F1000_n00.csv,4,250,1000,1519,519,967,680,800,611,0,5:0,107,21,tcp1,38
A_dof4_v50_F1000_n00.csv,4,50,1000,1093,93,944,2744,806,581,0,5:0,102,21,tcp1,38
A_dof4_v100_F500_n03.csv,4,100,500,620,120,470,1269,797,586,0,5:0,78,20,tcp1,38
A_dof4_v500_F750_n03.csv,4,500,750,1504,754,724,375,772,601,0,5:0,123,16,tcp1,38
A_dof4_v750_F100_n00.csv,4,750,100,1178,1078,256,309,782,557,0,5:0,115,21,tcp1,38
A_dof4_v100_F100_n03.csv,4,100,100,175,75,101,1084,800,574,0,5:0,29,21,tcp1,38
A_dof4_v50_F100_n02.csv,4,50,100,154,54,88,2168,806,597,0,5:0,23,20,tcp1,38
A_dof4_v1000_F750_n00.csv,4,1000,750,2527,1777,237,303,737,596,1,5:0,138,21,tcp1,38
A_dof4_v750_F500_n03.csv,4,750,500,1933,1433,876,310,782,537,0,5:0,128,20,tcp1,38
A_dof4_v1000_F250_n04.csv,4,1000,250,1835,1585,769,305,735,546,0,5:0,134,22,tcp1,38
A_dof4_v100_F750_n02.csv,4,100,750,940,190,706,1348,802,568,0,5:0,96,21,tcp1,38
A_dof4_v100_F100_n00.csv,4,100,100,177,77,100,1086,802,579,0,5:0,30,21,tcp1,38
A_dof4_v1000_F750_n03.csv,4,1000,750,1847,1097,743,304,734,595,0,5:0,135,21,tcp1,38
A_dof4_v500_F750_n01.csv,4,500,750,1570,820,802,358,778,561,0,5:0,126,21,tcp1,34
A_dof4_v250_F500_n01.csv,4,250,500,940,440,597,579,775,554,0,5:0,107,21,tcp1,38
A_dof4_v25_F750_n04.csv,4,25,750,790,40,697,5212,807,587,0,5:0,97,21,tcp1,38
A_dof4_v750_F100_n03.csv,4,750,100,1855,1755,974,349,792,599,0,5:0,140,22,tcp1,38
A_dof4_v250_F1000_n01.csv,4,250,1000,1410,410,970,651,796,604,0,5:0,125,36,tcp1,38
A_dof4_v25_F250_n03.csv,4,25,250,296,46,241,4527,809,602,0,5:0,37,20,tcp1,38
A_dof4_v100_F500_n00.csv,4,100,500,561,61,494,1230,791,584,0,5:0,82,18,tcp1,38
A_dof4_v50_F250_n03.csv,4,50,250,282,32,219,2295,804,601,0,5:0,49,17,tcp1,38
A_dof4_v1000_F100_n00.csv,4,1000,100,1605,1505,501,311,795,592,0,5:0,136,18,tcp1,38
A_dof4_v250_F100_n03.csv,4,250,100,241,141,103,497,792,568,0,5:0,47,18,tcp1,38
A_dof4_v25_F100_n04.csv,4,25,100,115,15,106,4127,808,590,0,5:0,15,19,tcp1,38
A_dof4_v250_F500_n04.csv,4,250,500,917,417,540,570,793,589,0,5:0,106,17,tcp1,38
A_dof4_v1000_F250_n03.csv,4,1000,250,1830,1580,657,301,725,579,0,5:0,142,18,tcp1,38
A_dof4_v750_F500_n00.csv,4,750,500,1294,794,455,303,735,554,0,5:0,124,19,tcp1,38
A_dof4_v500_F250_n03.csv,4,500,250,1000,750,403,346,775,599,0,5:0,106,19,tcp1,38
A_dof4_v500_F1000_n03.csv,4,500,1000,1568,568,814,384,780,604,0,5:0,129,20,tcp1,38
A_dof4_v100_F1000_n03.csv,4,100,1000,1124,124,877,1420,799,615,0,5:0,107,20,tcp1,38
A_dof4_v500_F750_n00.csv,4,500,750,1692,942,869,390,830,571,0,5:0,137,19,tcp1,38
A_dof4_v50_F1000_n04.csv,4,50,1000,1067,67,907,2760,805,578,0,5:0,135,19,tcp1,38
A_dof4_v250_F100_n01.csv,4,250,100,272,172,97,473,793,597,0,5:0,48,19,tcp1,38
A_dof4_v750_F250_n02.csv,4,750,250,1295,1045,386,346,861,607,0,5:0,120,19,tcp1,38
A_dof4_v100_F250_n01.csv,4,100,250,360,110,247,1178,815,596,0,5:0,58,20,tcp1,38
A_dof4_v50_F500_n01.csv,4,50,500,578,78,476,2452,803,587,0,5:0,80,19,tcp1,34
A_dof4_v250_F100_n00.csv,4,250,100,476,376,103,534,797,618,0,5:0,64,18,tcp1,38
A_dof4_v500_F250_n00.csv,4,500,250,1114,864,440,357,777,556,0,5:0,106,50,tcp1,38
A_dof4_v1000_F750_n02.csv,4,1000,750,1536,786,608,289,807,590,0,5:0,134,19,tcp1,38
A_dof4_v50_F100_n01.csv,4,50,100,141,41,107,2098,803,590,0,5:0,21,21,tcp1,38
A_dof4_v500_F750_n04.csv,4,500,750,1606,856,807,358,738,557,0,5:0,127,22,tcp1,38
A_dof4_v50_F750_n02.csv,4,50,750,817,67,678,2606,804,570,0,5:0,94,19,tcp1,38
A_dof4_v500_F250_n04.csv,4,500,250,747,497,192,327,789,605,0,5:0,90,21,tcp1,38
A_dof4_v750_F500_n02.csv,4,750,500,1439,939,413,324,725,582,0,5:0,123,22,tcp1,38
A_dof4_v750_F1000_n01.csv,4,750,1000,2165,1165,1002,302,794,561,0,5:0,142,20,tcp1,38
A_dof4_v1000_F250_n00.csv,4,1000,250,1788,1538,627,325,729,600,0,5:0,136,21,tcp1,38
A_dof4_v100_F1000_n00.csv,4,100,1000,1217,217,845,1455,807,564,0,5:0,114,23,tcp1,38
A_dof4_v50_F500_n03.csv,4,50,500,620,120,459,2501,810,564,0,5:0,82,22,tcp1,38
A_dof4_v25_F500_n03.csv,4,25,500,552,52,489,4829,805,571,0,5:0,79,19,tcp1,38
A_dof4_v1000_F1000_n00.csv,4,1000,1000,2491,1491,312,334,662,580,1,5:0,155,21,tcp1,38
A_dof4_v100_F750_n00.csv,4,100,750,908,158,685,1354,799,589,0,5:0,101,22,tcp1,38
A_dof4_v500_F500_n02.csv,4,500,500,918,418,441,351,780,592,0,5:0,107,22,tcp1,40
A_dof4_v50_F750_n00.csv,4,50,750,839,89,708,2642,809,590,0,5:0,99,22,tcp1,38
A_dof4_v1000_F1000_n02.csv,4,1000,1000,2372,1372,345,328,738,565,1,5:0,146,21,tcp1,38
A_dof4_v25_F500_n01.csv,4,25,500,541,41,484,4823,806,561,0,5:0,50,23,tcp1,38
A_dof4_v100_F250_n02.csv,4,100,250,380,130,263,1173,803,576,0,5:0,63,21,tcp1,38
A_dof4_v100_F750_n04.csv,4,100,750,947,197,721,1352,819,558,0,5:0,105,21,tcp1,38
A_dof4_v750_F750_n02.csv,4,750,750,1933,1183,821,353,783,605,0,5:0,142,47,tcp1,38
A_dof4_v1000_F100_n01.csv,4,1000,100,1808,1708,614,326,740,600,0,5:0,149,20,tcp1,38
A_dof4_v750_F250_n04.csv,4,750,250,1300,1050,386,276,653,593,0,5:0,130,20,tcp1,38
A_dof4_v50_F250_n00.csv,4,50,250,260,10,227,2225,808,571,0,5:0,39,23,tcp1,38
A_dof4_v50_F100_n03.csv,4,50,100,122,22,90,2065,803,594,0,5:0,18,21,tcp1,38
A_dof4_v1000_F500_n00.csv,4,1000,500,2489,1989,272,300,729,558,1,5:0,143,19,tcp1,38
A_dof4_v500_F750_n02.csv,4,500,750,1507,757,769,373,775,546,0,5:0,105,20,tcp1,38
A_dof4_v50_F1000_n03.csv,4,50,1000,1044,44,919,2750,807,583,0,5:0,108,21,tcp1,40
A_dof4_v25_F750_n01.csv,4,25,750,821,71,679,5231,806,573,0,5:0,95,20,tcp1,40
A_dof4_v250_F250_n03.csv,4,250,250,479,229,234,527,799,524,0,5:0,78,19,tcp1,40
A_dof4_v100_F500_n02.csv,4,100,500,610,110,458,1272,800,563,0,5:0,87,19,tcp1,40
A_dof4_v250_F500_n00.csv,4,250,500,677,177,429,600,799,564,0,5:0,83,17,tcp1,40
A_dof4_v750_F100_n01.csv,4,750,100,1861,1761,899,327,793,572,0,5:0,150,20,tcp1,40
A_dof4_v25_F100_n00.csv,4,25,100,117,17,94,4169,810,578,0,5:0,24,21,tcp1,40
A_dof4_v500_F100_n02.csv,4,500,100,912,812,439,357,781,596,0,5:0,116,21,tcp1,38
A_dof4_v25_F1000_n03.csv,4,25,1000,1037,37,940,5500,810,588,0,5:0,118,21,tcp1,40
A_dof4_v25_F100_n03.csv,4,25,100,117,17,95,4123,810,570,0,5:0,17,23,tcp1,40
A_dof4_v25_F750_n00.csv,4,25,750,1505,755,31,1013,578,584,0,5:0,4,23,tcp1,38
A_dof4_v1000_F1000_n01.csv,4,1000,1000,2544,1544,296,309,741,600,1,5:0,173,21,tcp1,40
A_dof4_v750_F250_n03.csv,4,750,250,1211,961,223,315,780,576,0,5:0,102,21,tcp1,38
A_dof4_v500_F500_n03.csv,4,500,500,1134,634,451,388,783,593,0,5:0,122,36,tcp1,38
A_dof4_v1000_F750_n01.csv,4,1000,750,1716,966,619,300,730,556,0,5:0,117,18,tcp1,40
A_dof4_v750_F750_n01.csv,4,750,750,2123,1373,866,301,864,580,0,5:0,164,20,tcp1,40
A_dof4_v100_F100_n02.csv,4,100,100,172,72,104,1095,811,612,0,5:0,29,18,tcp1,38
A_dof4_v250_F250_n00.csv,4,250,250,642,392,366,551,793,591,0,5:0,94,16,tcp1,40
A_dof4_v500_F500_n01.csv,4,500,500,1082,582,419,332,787,553,0,5:0,127,15,tcp1,38
A_dof4_v250_F750_n00.csv,4,250,750,1242,492,828,608,799,589,0,5:0,125,17,tcp1,38
A_dof4_v1000_F100_n02.csv,4,1000,100,941,841,51,293,725,625,0,5:0,109,18,tcp1,40
A_dof4_v750_F750_n03.csv,4,750,750,1902,1152,839,313,782,600,0,5:0,155,17,tcp1,40
A_dof4_v500_F1000_n00.csv,4,500,1000,2124,1124,1004,404,820,600,0,5:0,153,17,tcp1,40
A_dof4_v250_F250_n04.csv,4,250,250,480,230,222,515,802,611,0,5:0,80,17,tcp1,40
A_dof4_v25_F750_n03.csv,4,25,750,792,42,714,5211,808,599,0,5:0,103,18,tcp1,40
A_dof4_v50_F100_n00.csv,4,50,100,134,34,98,2124,809,577,0,5:0,26,14,tcp1,40
A_dof4_v250_F100_n04.csv,4,250,100,289,189,106,499,798,609,0,5:0,52,18,tcp1,40
A_dof4_v50_F500_n02.csv,4,50,500,585,85,489,2466,803,585,0,5:0,88,13,tcp1,40
A_dof4_v1000_F100_n04.csv,4,1000,100,972,872,73,269,724,603,0,5:0,116,14,tcp1,40
A_dof4_v750_F500_n01.csv,4,750,500,1954,1454,923,296,734,567,0,5:0,159,18,tcp1,40
A_dof4_v100_F500_n04.csv,4,100,500,580,80,442,1262,807,605,0,5:0,68,19,tcp1,40
A_dof4_v25_F1000_n04.csv,4,25,1000,1034,34,929,5519,810,586,0,5:0,122,14,tcp1,40
A_dof4_v1000_F500_n01.csv,4,1000,500,1866,1366,718,310,739,603,0,5:0,167,14,tcp1,40
A_dof4_v100_F1000_n02.csv,4,100,1000,1179,179,926,1489,807,604,0,5:0,121,38,tcp1,40
A_dof4_v50_F500_n00.csv,4,50,500,597,97,441,2467,803,599,0,5:0,93,15,tcp1,40
A_dof4_v750_F100_n04.csv,4,750,100,1390,1290,382,300,799,595,0,5:0,145,14,tcp1,40
A_dof4_v100_F250_n00.csv,4,100,250,325,75,239,1213,813,606,0,5:0,60,20,tcp1,40
A_dof4_v750_F1000_n04.csv,4,750,1000,2026,1026,980,299,793,599,0,5:0,137,20,tcp1,40
A_dof4_v250_F750_n01.csv,4,250,750,1162,412,811,645,799,607,0,5:0,114,20,tcp1,40
A_dof4_v500_F1000_n02.csv,4,500,1000,1592,592,839,371,740,601,0,5:0,136,19,tcp1,40
A_dof4_v250_F100_n02.csv,4,250,100,287,187,113,494,797,601,0,5:0,51,19,tcp1,40
A_dof4_v500_F100_n03.csv,4,500,100,688,588,176,338,838,631,0,5:0,96,19,tcp1,40
A_dof4_v500_F1000_n04.csv,4,500,1000,1595,595,890,365,867,582,0,5:0,146,21,tcp1,40
A_dof4_v750_F250_n00.csv,4,750,250,1289,1039,372,313,664,612,0,5:0,139,20,tcp1,40
A_dof4_v100_F750_n01.csv,4,100,750,868,118,682,1354,807,594,0,5:0,107,21,tcp1,40
A_dof4_v25_F500_n00.csv,4,25,500,542,42,497,4894,809,590,0,5:0,84,16,tcp1,40
A_dof4_v500_F250_n02.csv,4,500,250,1107,857,452,332,828,590,0,5:0,126,15,tcp1,40
A_dof4_v250_F1000_n03.csv,4,250,1000,1477,477,992,652,794,589,0,5:0,128,19,tcp1,40
