t_s,force_g,pos_act,current_mA
0.000943,17,508,-63
0.007992,17,,
0.008633,17,,
0.009574,17,,
0.010509,17,,
0.011138,17,,
0.011778,17,,
0.012387,17,,
0.013323,17,508,0
0.015192,17,,
0.016170,17,,
0.016751,17,,
0.026672,17,,
0.027581,17,,
0.028565,17,,
0.029162,17,,
0.029806,17,508,0
0.031961,17,,
0.037742,17,,
0.038680,17,,
0.039320,17,,
0.039950,17,,
0.040931,17,,
0.041899,17,,
0.042511,17,508,0
0.044691,36,,
0.045273,36,,
0.045915,36,,
0.046827,36,,
0.047447,36,,
0.048032,36,,
0.057828,36,,
0.058448,36,509,97
0.060320,36,,
0.060937,36,,
0.061562,36,,
0.062511,36,,
0.063135,36,,
0.069159,36,,
0.069814,36,,
0.070405,36,509,97
0.073022,36,,
0.073652,36,,
0.074625,49,,
0.075222,49,,
0.075829,49,,
0.076749,49,,
0.077371,49,,
0.077983,49,525,120
0.088872,49,,
0.089484,49,,
0.090104,49,,
0.090771,49,,
0.091709,49,,
0.092664,49,,
0.093624,49,,
0.094247,49,525,120
0.101572,49,,
0.102518,49,,
0.103153,49,,
0.103788,49,,
0.104419,54,,
0.105403,54,,
0.106369,54,,
0.107011,54,556,113
0.109505,54,,
0.110455,54,,
0.119888,54,,
0.120849,54,,
0.121788,54,,
0.122409,54,,
0.123039,54,,
0.123661,54,556,113
0.130729,54,,
0.131330,54,,
0.131934,54,,
0.132543,54,,
0.133168,54,,
0.133806,54,,
0.134406,54,,
0.135402,54,598,96
0.137655,54,,
0.138638,54,,
0.139286,54,,
0.140223,54,,
0.140819,54,,
0.150637,54,,
0.151333,54,,
0.152269,54,598,96
0.154523,54,,
0.155092,54,,
0.155728,54,,
0.162007,54,,
0.162936,54,,
0.163577,54,,
0.164184,54,,
0.164825,46,648,83
0.167022,46,,
0.167668,46,,
0.168297,46,,
0.168931,46,,
0.169557,46,,
0.170192,46,,
0.170835,46,,
0.171476,46,648,83
0.182756,46,,
0.183751,46,,
0.184681,46,,
0.185319,46,,
0.185946,46,,
0.186567,46,,
0.187184,46,,
0.192987,46,648,83
0.194853,49,,
0.195831,49,,
0.196581,49,,
0.197441,49,,
0.198016,49,,
0.198676,49,,
0.199631,49,,
0.200241,49,696,98
0.202435,49,,
0.203063,49,,
0.212760,49,,
0.213613,49,,
0.214245,49,,
0.214869,49,,
0.215811,49,,
0.216381,49,696,98
0.223850,49,,
0.224479,55,,
0.225435,55,,
0.226388,55,,
0.227043,55,,
0.227658,55,,
0.228281,55,,
0.228885,55,740,116
0.230748,55,,
0.231695,55,,
0.232466,55,,
0.233490,55,,
0.234473,55,,
0.243912,55,,
0.244923,55,,
0.245909,55,740,116
0.248897,55,,
0.255109,55,,
0.256054,57,,
0.257013,57,,
0.257865,57,,
0.258971,57,,
0.259874,57,,
0.260584,57,787,92
0.263023,57,,
0.263598,57,,
0.264246,57,,
0.264816,57,,
0.274549,57,,
0.275158,57,,
0.275836,57,,
0.276735,57,787,92
0.278550,57,,
0.279163,57,,
0.279779,57,,
0.285668,57,,
0.286243,57,,
0.286852,57,,
0.287464,57,,
0.288073,57,787,92
0.289909,57,,
0.290525,57,,
0.291127,57,,
0.291897,57,,
0.292790,57,,
0.293676,57,,
0.294330,57,,
0.294908,57,787,92
0.305766,57,,
0.306647,57,,
0.307602,57,,
0.308212,57,,
0.309142,57,,
0.310043,57,,
0.310657,569,,
0.311270,569,867,307
0.318653,569,,
0.319511,569,,
0.320500,569,,
0.321051,569,,
0.321674,569,,
0.322625,569,,
0.323250,569,,
0.323816,569,867,307
0.325731,569,,
0.326337,569,,
0.327390,569,,
0.336673,569,,
0.337521,569,,
0.338146,569,,
0.338746,569,,
0.339484,569,867,307
0.341828,1103,,
0.348071,1103,,
0.348913,1103,,
0.349525,1103,,
0.350475,1103,,
0.351108,1103,,
0.351714,1103,,
0.352315,1103,920,422
0.354145,1103,,
0.354879,1103,,
0.355735,1103,,
0.356323,1103,,
0.356941,1103,,
0.357575,1103,,
0.358198,1103,,
0.367893,1103,920,422
0.370359,1103,,
0.370992,1099,,
0.371628,1099,,
0.372271,1099,,
0.372900,1099,,
0.378694,1099,,
0.379623,1099,,
0.380604,1099,932,-28
0.382487,1099,,
0.383136,1099,,
0.383788,1099,,
0.384735,1099,,
0.385349,1099,,
0.385925,1099,,
0.386912,1099,,
0.387875,1099,932,-28
0.398795,1099,,
0.399740,1099,,
0.400352,1099,,
0.401336,1099,,
0.402321,1099,,
0.403292,855,,
