trial_file,dof,speed,fset,f_max,delta_f,f_settle,t_peak_ms,onset_pos,rate_hz,aborted,hold,max_hold_dev_g,f_base_g,mount,temp_c
B_dof1_v25_F1000_n02.csv,1,25,1000,1089,89,986,2229,1408,486,0,,9,58,tcp1,32
B_dof1_v25_F1000_n03.csv,1,25,1000,1238,238,854,2239,1409,510,0,,8,5,tcp1,32
B_dof1_v25_F100_n01.csv,1,25,100,152,52,91,1586,1407,515,0,,1,5,tcp1,32
B_dof1_v25_F1000_n00.csv,1,25,1000,1195,195,847,2217,1408,511,0,,9,6,tcp1,32
B_dof1_v25_F100_n03.csv,1,25,100,148,48,99,1596,1410,507,0,,1,6,tcp1,32
B_dof1_v25_F100_n04.csv,1,25,100,137,37,76,1573,1409,505,0,,2,7,tcp1,32
B_dof1_v25_F100_n02.csv,1,25,100,140,40,81,1585,1409,519,0,,2,6,tcp1,32
B_dof1_v25_F100_n00.csv,1,25,100,135,35,82,1570,1410,507,0,,2,7,tcp1,32
B_dof1_v25_F1000_n04.csv,1,25,1000,1058,58,925,2176,1406,500,0,,8,7,tcp1,32
B_dof1_v25_F1000_n01.csv,1,25,1000,1207,207,867,2222,1408,529,0,,10,7,tcp1,32
B_dof1_v25_F1000_n06.csv,1,25,1000,1224,224,932,2289,1408,501,0,,7,58,tcp1,36
B_dof1_v25_F1000_n15.csv,1,25,1000,1095,95,964,2222,1410,506,0,,6,10,tcp1,36
B_dof1_v25_F1000_n14.csv,1,25,1000,1183,183,874,2263,1411,498,0,,7,11,tcp1,36
B_dof1_v25_F1000_n10.csv,1,25,1000,1316,316,983,2255,1408,497,0,,7,12,tcp1,36
B_dof1_v25_F1000_n16.csv,1,25,1000,1210,210,865,2237,1410,510,0,,8,11,tcp1,36
B_dof1_v25_F1000_n07.csv,1,25,1000,1238,238,916,2266,1409,506,0,,7,12,tcp1,36
B_dof1_v25_F1000_n08.csv,1,25,1000,1167,167,899,2241,1410,517,0,,8,12,tcp1,36
B_dof1_v25_F1000_n12.csv,1,25,1000,1201,201,902,2264,1410,524,0,,8,12,tcp1,36
B_dof1_v25_F1000_n13.csv,1,25,1000,1187,187,901,2220,1412,512,0,,8,10,tcp1,36
B_dof1_v25_F1000_n09.csv,1,25,1000,1220,220,888,2279,1411,520,0,,8,12,tcp1,36
B_dof1_v25_F1000_n05.csv,1,25,1000,1191,191,936,2239,1410,504,0,,8,11,tcp1,36
B_dof1_v25_F1000_n19.csv,1,25,1000,1151,151,831,2205,1409,512,0,,7,12,tcp1,36
B_dof1_v25_F1000_n17.csv,1,25,1000,1190,190,883,2264,1411,498,0,,8,11,tcp1,36
B_dof1_v25_F1000_n11.csv,1,25,1000,1234,234,935,2225,1409,498,0,,7,12,tcp1,36
B_dof1_v25_F1000_n18.csv,1,25,1000,1078,78,818,2264,1409,507,0,,7,12,tcp1,36
