trial_file,dof,speed,fset,f_max,delta_f,f_settle,t_peak_ms,onset_pos,rate_hz,aborted,hold,max_hold_dev_g,f_base_g,mount,temp_c
B_dof2_v25_F500_n04.csv,2,25,500,588,88,516,2260,1488,576,0,,1,25,tcp1,50
B_dof2_v25_F100_n00.csv,2,25,100,117,17,99,1887,1488,588,0,,1,-7,tcp1,50
B_dof2_v25_F1000_n03.csv,2,25,1000,1246,246,1065,2514,1488,593,0,,2,-6,tcp1,50
B_dof2_v25_F750_n03.csv,2,25,750,778,28,766,2353,1482,600,0,,2,-6,tcp1,50
B_dof2_v25_F250_n01.csv,2,25,250,379,129,336,2111,1488,576,0,,1,-6,tcp1,50
B_dof2_v25_F250_n00.csv,2,25,250,336,86,282,2080,1489,585,0,,1,-6,tcp1,50
B_dof2_v25_F250_n02.csv,2,25,250,376,126,339,2111,1488,592,0,,1,-6,tcp1,50
B_dof2_v25_F500_n00.csv,2,25,500,628,128,546,2257,1491,576,0,,1,-6,tcp1,50
B_dof2_v25_F1000_n02.csv,2,25,1000,1133,133,1072,2472,1489,600,0,,2,-6,tcp1,50
B_dof2_v25_F1000_n00.csv,2,25,1000,1136,136,957,2442,1489,576,0,,2,-6,tcp1,50
B_dof2_v25_F100_n04.csv,2,25,100,134,34,101,1907,1488,572,0,,1,-6,tcp1,50
B_dof2_v25_F100_n02.csv,2,25,100,118,18,78,1923,1491,581,0,,1,-6,tcp1,50
B_dof2_v25_F1000_n01.csv,2,25,1000,1250,250,1019,2490,1491,583,0,,2,-7,tcp1,50
B_dof2_v25_F100_n03.csv,2,25,100,118,18,74,1940,1491,591,0,,1,-6,tcp1,50
B_dof2_v25_F750_n02.csv,2,25,750,860,110,731,2342,1489,606,0,,2,-6,tcp1,48
B_dof2_v25_F500_n01.csv,2,25,500,608,108,556,2176,1491,589,0,,1,-6,tcp1,48
B_dof2_v25_F750_n04.csv,2,25,750,918,168,814,2404,1489,583,0,,2,-6,tcp1,50
B_dof2_v25_F250_n04.csv,2,25,250,314,64,276,2104,1489,570,0,,1,-7,tcp1,48
B_dof2_v25_F1000_n04.csv,2,25,1000,1241,241,1032,2456,1489,605,0,,2,-6,tcp1,48
B_dof2_v25_F750_n00.csv,2,25,750,864,114,784,2369,1491,592,0,,2,-6,tcp1,50
B_dof2_v25_F750_n01.csv,2,25,750,847,97,764,2483,1484,601,0,,1,21,tcp1,48
B_dof2_v25_F250_n03.csv,2,25,250,326,76,263,2079,1491,592,0,,1,-7,tcp1,48
B_dof2_v25_F100_n01.csv,2,25,100,114,14,97,1885,1489,580,0,,1,-7,tcp1,48
B_dof2_v25_F500_n03.csv,2,25,500,613,113,509,2187,1487,580,0,,1,-8,tcp1,48
B_dof2_v25_F500_n02.csv,2,25,500,604,104,559,2209,1487,586,0,,1,-8,tcp1,48
