speed,fset,n,median_df,mean_df,sd_df,q1,q3,min,max,median_fmax,n_abort
25,100,5,18.0,20.2,7.1,15.5,26.0,14.0,34.0,118.0,0
25,250,5,86.0,96.2,26.5,70.0,127.5,64.0,129.0,336.0,0
25,500,5,108.0,108.2,13.0,96.0,120.5,88.0,128.0,608.0,0
25,750,5,110.0,103.4,44.8,62.5,141.0,28.0,168.0,860.0,0
25,1000,5,241.0,201.2,54.5,134.5,248.0,133.0,250.0,1241.0,0
