trial_file,dof,speed,force_set,target,t_cmd_s,write_cost_s,rate_hz,latency_ms,baseline_pos,final_pos,delta_pos,force_base_g,force_final_dev_g,max_abs_force_g,settled,aborted,hold,hold_base_g,max_abs_force_hold_g,max_hold_dev_g
trial_dof4_v250_n03.csv,4,250,3000,300,0.201042,0.000953,558.0,44.6,244.1,891.6,647.6,-61,42,61,1,0,5:0,5:-111,119,8
trial_dof4_v100_n08.csv,4,100,3000,300,0.207308,0.000841,512.3,69.9,244.0,892.0,648.0,-73,56,74,1,0,5:0,5:-108,120,12
trial_dof4_v100_n11.csv,4,100,3000,300,0.200976,0.000970,504.0,69.7,244.0,892.1,648.1,-67,47,68,1,0,5:0,5:-110,120,10
trial_dof4_v100_n07.csv,4,100,3000,300,0.206334,0.006207,522.6,83.7,243.0,892.0,649.0,-72,53,73,1,0,5:0,5:-109,119,10
trial_dof4_v500_n08.csv,4,500,3000,300,0.207849,0.000995,576.2,76.2,243.0,892.0,649.0,-73,53,74,1,0,5:0,5:-108,118,10
trial_dof4_v100_n13.csv,4,100,3000,300,0.201276,0.000975,523.8,92.2,244.0,893.0,649.0,-72,54,73,1,0,5:0,5:-107,118,11
trial_dof4_v100_n01.csv,4,100,3000,300,0.201035,0.000998,523.8,71.4,243.0,892.4,649.4,-72,53,72,1,0,5:0,5:-107,118,11
trial_dof4_v1000_n11.csv,4,1000,3000,300,0.206834,0.005906,582.1,71.6,243.0,895.0,652.0,-72,49,72,1,0,5:0,5:-108,116,8
trial_dof4_v1000_n14.csv,4,1000,3000,300,0.201567,0.001002,613.9,72.2,244.0,892.0,648.0,-70,49,70,1,0,5:0,5:-106,116,10
trial_dof4_v500_n14.csv,4,500,3000,300,0.206573,0.005860,561.7,63.5,244.0,892.0,648.0,-70,50,71,1,0,5:0,5:-106,115,9
trial_dof4_v100_n16.csv,4,100,3000,300,0.201325,0.000976,536.5,92.7,244.0,892.5,648.5,-69,50,69,1,0,5:0,5:-106,117,11
trial_dof4_v750_n03.csv,4,750,3000,300,0.206724,0.006237,634.5,71.9,244.0,892.0,648.0,-71,48,71,1,0,5:0,5:-106,116,10
trial_dof4_v500_n12.csv,4,500,3000,300,0.206786,0.006157,557.5,82.0,244.0,893.0,649.0,-71,49,71,1,0,5:0,5:-105,115,10
trial_dof4_v500_n01.csv,4,500,3000,300,0.200820,0.000580,601.1,71.5,244.0,891.8,647.8,-72,54,72,1,0,5:0,5:-105,115,10
trial_dof4_v1000_n00.csv,4,1000,3000,300,0.207323,0.006433,570.5,86.1,244.0,893.0,649.0,-69,50,69,1,0,5:0,5:-105,115,10
trial_dof4_v100_n02.csv,4,100,3000,300,0.207499,0.005637,526.0,81.2,244.0,892.0,648.0,-70,52,71,1,0,5:0,5:-105,115,10
trial_dof4_v500_n07.csv,4,500,3000,300,0.208070,0.001166,603.6,64.1,244.0,892.0,648.0,-69,50,69,1,0,5:0,5:-105,115,10
trial_dof4_v1000_n07.csv,4,1000,3000,300,0.201246,0.000989,578.6,74.4,244.0,892.0,648.0,-70,51,70,1,0,5:0,5:-104,114,10
trial_dof4_v750_n18.csv,4,750,3000,300,0.207248,0.006357,609.9,66.0,244.0,892.0,648.0,-71,53,71,1,0,5:0,5:-104,114,10
