t_s,force_g,pos_act,current_mA
0.011932,-14,769,-105
0.031242,-15,,
0.044817,-15,,
0.055629,-15,,
0.062062,-10,,
0.074923,-10,,
0.085708,-10,,
0.092121,51,,
0.106134,51,777,133
0.137501,119,,
0.148195,135,,
0.154631,135,,
0.168641,135,,
0.179355,121,,
0.185777,121,,
0.198747,121,,
0.210550,104,981,129
0.240621,94,,
0.247056,94,,
0.260937,94,,
0.271600,94,,
0.277991,94,,
0.291915,94,,
0.302653,102,,
0.309100,102,1191,103
0.340235,106,,
0.354206,106,,
0.364974,106,,
0.372445,106,,
0.385463,134,,
0.396342,134,,
0.403102,134,,
0.415878,256,1463,180
0.447182,1574,,
0.458178,1574,,
0.464727,1574,,
0.478368,3596,,
